pbs_code,prescriber_code,prescriber_type,schedule_code
"8712M","N","Nurse Practitioners","3834"
"8713N","M","Medical Practitioners","3834"
"8714P","M","Medical Practitioners","3834"
"8715Q","M","Medical Practitioners","3834"
"8716R","M","Medical Practitioners","3834"
"8716R","N","Nurse Practitioners","3834"
"8717T","M","Medical Practitioners","3834"
"8717T","N","Nurse Practitioners","3834"
"8718W","M","Medical Practitioners","3834"
"8718W","N","Nurse Practitioners","3834"
"8719X","M","Medical Practitioners","3834"
"8719X","N","Nurse Practitioners","3834"
"8720Y","M","Medical Practitioners","3834"
"8720Y","N","Nurse Practitioners","3834"
"8724E","M","Medical Practitioners","3834"
"8725F","M","Medical Practitioners","3834"
"8728J","M","Medical Practitioners","3834"
"8728J","N","Nurse Practitioners","3834"
"8729K","M","Medical Practitioners","3834"
"8729K","N","Nurse Practitioners","3834"
"8730L","M","Medical Practitioners","3834"
"8730L","N","Nurse Practitioners","3834"
"8731M","M","Medical Practitioners","3834"
"8731M","N","Nurse Practitioners","3834"
"8732N","M","Medical Practitioners","3834"
"8732N","N","Nurse Practitioners","3834"
"8733P","M","Medical Practitioners","3834"
"8733P","N","Nurse Practitioners","3834"
"8734Q","M","Medical Practitioners","3834"
"8734Q","N","Nurse Practitioners","3834"
"8735R","M","Medical Practitioners","3834"
"8735R","N","Nurse Practitioners","3834"
"8736T","M","Medical Practitioners","3834"
"8736T","N","Nurse Practitioners","3834"
"8737W","M","Medical Practitioners","3834"
"8738X","M","Medical Practitioners","3834"
"8738X","N","Nurse Practitioners","3834"
"8741C","M","Medical Practitioners","3834"
"8744F","M","Medical Practitioners","3834"
"8744F","N","Nurse Practitioners","3834"
"8746H","M","Medical Practitioners","3834"
"8746H","N","Nurse Practitioners","3834"
"8753Q","M","Medical Practitioners","3834"
"8753Q","N","Nurse Practitioners","3834"
"8757X","M","Medical Practitioners","3834"
"8757X","N","Nurse Practitioners","3834"
"8758Y","M","Medical Practitioners","3834"
"8758Y","N","Nurse Practitioners","3834"
"8760C","M","Medical Practitioners","3834"
"8760C","N","Nurse Practitioners","3834"
"8761D","M","Medical Practitioners","3834"
"8761D","N","Nurse Practitioners","3834"
"8762E","M","Medical Practitioners","3834"
"8762E","N","Nurse Practitioners","3834"
"8763F","M","Medical Practitioners","3834"
"8763F","N","Nurse Practitioners","3834"
"8764G","M","Medical Practitioners","3834"
"8764G","N","Nurse Practitioners","3834"
"8765H","M","Medical Practitioners","3834"
"8765H","N","Nurse Practitioners","3834"
"8768L","M","Medical Practitioners","3834"
"8768L","N","Nurse Practitioners","3834"
"8769M","M","Medical Practitioners","3834"
"8770N","M","Medical Practitioners","3834"
"8770N","N","Nurse Practitioners","3834"
"8771P","M","Medical Practitioners","3834"
"8771P","N","Nurse Practitioners","3834"
"8772Q","M","Medical Practitioners","3834"
"8772Q","N","Nurse Practitioners","3834"
"8775W","M","Medical Practitioners","3834"
"8775W","N","Nurse Practitioners","3834"
"8778B","M","Medical Practitioners","3834"
"8779C","M","Medical Practitioners","3834"
"8780D","M","Medical Practitioners","3834"
"8780D","N","Nurse Practitioners","3834"
"8781E","M","Medical Practitioners","3834"
"8781E","N","Nurse Practitioners","3834"
"8782F","M","Medical Practitioners","3834"
"8782F","N","Nurse Practitioners","3834"
"8783G","M","Medical Practitioners","3834"
"8783G","N","Nurse Practitioners","3834"
"8784H","M","Medical Practitioners","3834"
"8784H","N","Nurse Practitioners","3834"
"8787L","M","Medical Practitioners","3834"
"8787L","N","Nurse Practitioners","3834"
"8789N","M","Medical Practitioners","3834"
"8789N","N","Nurse Practitioners","3834"
"8796Y","M","Medical Practitioners","3834"
"8796Y","N","Nurse Practitioners","3834"
"8797B","M","Medical Practitioners","3834"
"8797B","N","Nurse Practitioners","3834"
"8798C","M","Medical Practitioners","3834"
"8798C","N","Nurse Practitioners","3834"
"8799D","M","Medical Practitioners","3834"
"8799D","N","Nurse Practitioners","3834"
"8801F","M","Medical Practitioners","3834"
"8801F","N","Nurse Practitioners","3834"
"8802G","M","Medical Practitioners","3834"
"8802G","N","Nurse Practitioners","3834"
"8807M","M","Medical Practitioners","3834"
"8807M","N","Nurse Practitioners","3834"
"8814X","M","Medical Practitioners","3834"
"8814X","N","Nurse Practitioners","3834"
"8815Y","M","Medical Practitioners","3834"
"8815Y","N","Nurse Practitioners","3834"
"8816B","M","Medical Practitioners","3834"
"8819E","M","Medical Practitioners","3834"
"8820F","M","Medical Practitioners","3834"
"8821G","M","Medical Practitioners","3834"
"8822H","M","Medical Practitioners","3834"
"8826M","M","Medical Practitioners","3834"
"8826M","N","Nurse Practitioners","3834"
"8829Q","M","Medical Practitioners","3834"
"8829Q","N","Nurse Practitioners","3834"
"8830R","M","Medical Practitioners","3834"
"8830R","N","Nurse Practitioners","3834"
"8833X","M","Medical Practitioners","3834"
"8836C","M","Medical Practitioners","3834"
"8836C","N","Nurse Practitioners","3834"
"8837D","M","Medical Practitioners","3834"
"8837D","N","Nurse Practitioners","3834"
"8839F","M","Medical Practitioners","3834"
"8839F","N","Nurse Practitioners","3834"
"8840G","M","Medical Practitioners","3834"
"8841H","M","Medical Practitioners","3834"
"8842J","M","Medical Practitioners","3834"
"8843K","M","Medical Practitioners","3834"
"8843K","N","Nurse Practitioners","3834"
"8844L","M","Medical Practitioners","3834"
"8846N","M","Medical Practitioners","3834"
"8846N","N","Nurse Practitioners","3834"
"8853Y","M","Medical Practitioners","3834"
"8853Y","N","Nurse Practitioners","3834"
"8854B","M","Medical Practitioners","3834"
"8854B","N","Nurse Practitioners","3834"
"8855C","M","Medical Practitioners","3834"
"8855C","N","Nurse Practitioners","3834"
"8856D","M","Medical Practitioners","3834"
"8856D","N","Nurse Practitioners","3834"
"8857E","M","Medical Practitioners","3834"
"8857E","N","Nurse Practitioners","3834"
"8859G","M","Medical Practitioners","3834"
"8865N","M","Medical Practitioners","3834"
"8865N","N","Nurse Practitioners","3834"
"8866P","M","Medical Practitioners","3834"
"8866P","N","Nurse Practitioners","3834"
"8867Q","M","Medical Practitioners","3834"
"8867Q","N","Nurse Practitioners","3834"
"8868R","M","Medical Practitioners","3834"
"8868R","N","Nurse Practitioners","3834"
"8869T","M","Medical Practitioners","3834"
"8869T","N","Nurse Practitioners","3834"
"8871X","M","Medical Practitioners","3834"
"8872Y","M","Medical Practitioners","3834"
"8872Y","N","Nurse Practitioners","3834"
"8873B","M","Medical Practitioners","3834"
"8873B","N","Nurse Practitioners","3834"
"8874C","M","Medical Practitioners","3834"
"8874C","N","Nurse Practitioners","3834"
"8875D","M","Medical Practitioners","3834"
"8876E","M","Medical Practitioners","3834"
"8877F","M","Medical Practitioners","3834"
"8878G","M","Medical Practitioners","3834"
"8878G","N","Nurse Practitioners","3834"
"8879H","M","Medical Practitioners","3834"
"8879H","N","Nurse Practitioners","3834"
"8880J","M","Medical Practitioners","3834"
"8880J","N","Nurse Practitioners","3834"
"8881K","M","Medical Practitioners","3834"
"8881K","N","Nurse Practitioners","3834"
"8882L","M","Medical Practitioners","3834"
"8882L","N","Nurse Practitioners","3834"
"8883M","M","Medical Practitioners","3834"
"8883M","N","Nurse Practitioners","3834"
"8886Q","M","Medical Practitioners","3834"
"8886Q","N","Nurse Practitioners","3834"
"8887R","M","Medical Practitioners","3834"
"8887R","N","Nurse Practitioners","3834"
"8888T","M","Medical Practitioners","3834"
"8888T","N","Nurse Practitioners","3834"
"8889W","M","Medical Practitioners","3834"
"8889W","N","Nurse Practitioners","3834"
"8891Y","M","Medical Practitioners","3834"
"8891Y","N","Nurse Practitioners","3834"
"8892B","M","Medical Practitioners","3834"
"8892B","N","Nurse Practitioners","3834"
"8893C","M","Medical Practitioners","3834"
"8893C","N","Nurse Practitioners","3834"
"8894D","M","Medical Practitioners","3834"
"8894D","N","Nurse Practitioners","3834"
"8895E","M","Medical Practitioners","3834"
"8895E","N","Nurse Practitioners","3834"
"8896F","M","Medical Practitioners","3834"
"8896F","N","Nurse Practitioners","3834"
"8897G","M","Medical Practitioners","3834"
"8897G","N","Nurse Practitioners","3834"
"8898H","M","Medical Practitioners","3834"
"8934F","M","Medical Practitioners","3834"
"8934F","N","Nurse Practitioners","3834"
"8935G","M","Medical Practitioners","3834"
"8935G","N","Nurse Practitioners","3834"
"8936H","M","Medical Practitioners","3834"
"8936H","N","Nurse Practitioners","3834"
"8952E","M","Medical Practitioners","3834"
"8952E","N","Nurse Practitioners","3834"
"8953F","M","Medical Practitioners","3834"
"8953F","N","Nurse Practitioners","3834"
"8954G","M","Medical Practitioners","3834"
"8954G","N","Nurse Practitioners","3834"
"8955H","M","Medical Practitioners","3834"
"8955H","N","Nurse Practitioners","3834"
"8963R","M","Medical Practitioners","3834"
"8964T","M","Medical Practitioners","3834"
"8965W","M","Medical Practitioners","3834"
"8966X","M","Medical Practitioners","3834"
"8970D","M","Medical Practitioners","3834"
"8970D","N","Nurse Practitioners","3834"
"8972F","M","Medical Practitioners","3834"
"8972F","N","Nurse Practitioners","3834"
"8975J","M","Medical Practitioners","3834"
"8975J","N","Nurse Practitioners","3834"
"8976K","M","Medical Practitioners","3834"
"8976K","N","Nurse Practitioners","3834"
"8977L","M","Medical Practitioners","3834"
"8977L","N","Nurse Practitioners","3834"
"8978M","M","Medical Practitioners","3834"
"8978M","N","Nurse Practitioners","3834"
"8979N","M","Medical Practitioners","3834"
"8979N","N","Nurse Practitioners","3834"
"8980P","M","Medical Practitioners","3834"
"8980P","N","Nurse Practitioners","3834"
"8981Q","M","Medical Practitioners","3834"
"8981Q","N","Nurse Practitioners","3834"
"8983T","M","Medical Practitioners","3834"
"8983T","N","Nurse Practitioners","3834"
"8984W","M","Medical Practitioners","3834"
"8985X","M","Medical Practitioners","3834"
"8985X","N","Nurse Practitioners","3834"
"8985X","W","Midwives","3834"
"9006B","M","Medical Practitioners","3834"
"9006B","N","Nurse Practitioners","3834"
"9007C","M","Medical Practitioners","3834"
"9007C","N","Nurse Practitioners","3834"
"9008D","M","Medical Practitioners","3834"
"9008D","N","Nurse Practitioners","3834"
"9009E","M","Medical Practitioners","3834"
"9010F","M","Medical Practitioners","3834"
"9011G","M","Medical Practitioners","3834"
"9011G","N","Nurse Practitioners","3834"
"9011G","W","Midwives","3834"
"9012H","M","Medical Practitioners","3834"
"9012H","N","Nurse Practitioners","3834"
"9019Q","M","Medical Practitioners","3834"
"9019Q","N","Nurse Practitioners","3834"
"9020R","M","Medical Practitioners","3834"
"9020R","N","Nurse Practitioners","3834"
"9021T","M","Medical Practitioners","3834"
"9021T","N","Nurse Practitioners","3834"
"9022W","M","Medical Practitioners","3834"
"9022W","N","Nurse Practitioners","3834"
"9023X","M","Medical Practitioners","3834"
"9023X","N","Nurse Practitioners","3834"
"9027D","M","Medical Practitioners","3834"
"9027D","N","Nurse Practitioners","3834"
"9028E","M","Medical Practitioners","3834"
"9028E","N","Nurse Practitioners","3834"
"9029F","M","Medical Practitioners","3834"
"9029F","N","Nurse Practitioners","3834"
"9031H","M","Medical Practitioners","3834"
"9031H","N","Nurse Practitioners","3834"
"9033K","M","Medical Practitioners","3834"
"9034L","M","Medical Practitioners","3834"
"9035M","M","Medical Practitioners","3834"
"9036N","M","Medical Practitioners","3834"
"9037P","M","Medical Practitioners","3834"
"9039R","M","Medical Practitioners","3834"
"9039R","N","Nurse Practitioners","3834"
"9040T","M","Medical Practitioners","3834"
"9040T","N","Nurse Practitioners","3834"
"9047E","M","Medical Practitioners","3834"
"9047E","N","Nurse Practitioners","3834"
"9048F","M","Medical Practitioners","3834"
"9048F","N","Nurse Practitioners","3834"
"9048F","W","Midwives","3834"
"9049G","M","Medical Practitioners","3834"
"9049G","N","Nurse Practitioners","3834"
"9050H","M","Medical Practitioners","3834"
"9050H","N","Nurse Practitioners","3834"
"9051J","M","Medical Practitioners","3834"
"9051J","N","Nurse Practitioners","3834"
"9052K","M","Medical Practitioners","3834"
"9052K","N","Nurse Practitioners","3834"
"9053L","M","Medical Practitioners","3834"
"9053L","N","Nurse Practitioners","3834"
"9054M","M","Medical Practitioners","3834"
"9054M","N","Nurse Practitioners","3834"
"9055N","M","Medical Practitioners","3834"
"9055N","N","Nurse Practitioners","3834"
"9056P","M","Medical Practitioners","3834"
"9056P","N","Nurse Practitioners","3834"
"9057Q","M","Medical Practitioners","3834"
"9057Q","N","Nurse Practitioners","3834"
"9058R","M","Medical Practitioners","3834"
"9058R","N","Nurse Practitioners","3834"
"9058R","W","Midwives","3834"
"9064C","M","Medical Practitioners","3834"
"9065D","M","Medical Practitioners","3834"
"9066E","M","Medical Practitioners","3834"
"9070J","M","Medical Practitioners","3834"
"9070J","N","Nurse Practitioners","3834"
"9071K","M","Medical Practitioners","3834"
"9071K","N","Nurse Practitioners","3834"
"9072L","M","Medical Practitioners","3834"
"9072L","N","Nurse Practitioners","3834"
"9073M","M","Medical Practitioners","3834"
"9073M","N","Nurse Practitioners","3834"
"9077R","M","Medical Practitioners","3834"
"9078T","M","Medical Practitioners","3834"
"9079W","M","Medical Practitioners","3834"
"9079W","N","Nurse Practitioners","3834"
"9085E","M","Medical Practitioners","3834"
"9086F","M","Medical Practitioners","3834"
"9087G","M","Medical Practitioners","3834"
"9088H","M","Medical Practitioners","3834"
"9089J","M","Medical Practitioners","3834"
"9090K","M","Medical Practitioners","3834"
"9091L","M","Medical Practitioners","3834"
"9092M","M","Medical Practitioners","3834"
"9092M","N","Nurse Practitioners","3834"
"9093N","M","Medical Practitioners","3834"
"9093N","N","Nurse Practitioners","3834"
"9094P","M","Medical Practitioners","3834"
"9094P","N","Nurse Practitioners","3834"
"9095Q","M","Medical Practitioners","3834"
"9095Q","N","Nurse Practitioners","3834"
"9096R","M","Medical Practitioners","3834"
"9096R","N","Nurse Practitioners","3834"
"9099X","M","Medical Practitioners","3834"
"9100Y","M","Medical Practitioners","3834"
"9101B","M","Medical Practitioners","3834"
"9102C","M","Medical Practitioners","3834"
"9103D","M","Medical Practitioners","3834"
"9104E","M","Medical Practitioners","3834"
"9105F","M","Medical Practitioners","3834"
"9105F","N","Nurse Practitioners","3834"
"9105F","W","Midwives","3834"
"9106G","M","Medical Practitioners","3834"
"9106G","N","Nurse Practitioners","3834"
"9107H","M","Medical Practitioners","3834"
"9107H","N","Nurse Practitioners","3834"
"9108J","M","Medical Practitioners","3834"
"9108J","N","Nurse Practitioners","3834"
"9109K","M","Medical Practitioners","3834"
"9109K","N","Nurse Practitioners","3834"
"9110L","M","Medical Practitioners","3834"
"9110L","N","Nurse Practitioners","3834"
"9111M","M","Medical Practitioners","3834"
"9112N","M","Medical Practitioners","3834"
"9113P","M","Medical Practitioners","3834"
"9114Q","M","Medical Practitioners","3834"
"9115R","M","Medical Practitioners","3834"
"9116T","M","Medical Practitioners","3834"
"9120B","M","Medical Practitioners","3834"
"9120B","N","Nurse Practitioners","3834"
"9121C","M","Medical Practitioners","3834"
"9121C","N","Nurse Practitioners","3834"
"9122D","M","Medical Practitioners","3834"
"9122D","N","Nurse Practitioners","3834"
"9123E","M","Medical Practitioners","3834"
"9124F","M","Medical Practitioners","3834"
"9125G","M","Medical Practitioners","3834"
"9126H","M","Medical Practitioners","3834"
"9127J","M","Medical Practitioners","3834"
"9128K","M","Medical Practitioners","3834"
"9128K","N","Nurse Practitioners","3834"
"9129L","M","Medical Practitioners","3834"
"9129L","N","Nurse Practitioners","3834"
"9134R","M","Medical Practitioners","3834"
"9134R","N","Nurse Practitioners","3834"
"9135T","M","Medical Practitioners","3834"
"9135T","N","Nurse Practitioners","3834"
"9140C","M","Medical Practitioners","3834"
"9140C","N","Nurse Practitioners","3834"
"9141D","M","Medical Practitioners","3834"
"9141D","N","Nurse Practitioners","3834"
"9142E","M","Medical Practitioners","3834"
"9142E","N","Nurse Practitioners","3834"
"9143F","M","Medical Practitioners","3834"
"9143F","N","Nurse Practitioners","3834"
"9144G","M","Medical Practitioners","3834"
"9144G","N","Nurse Practitioners","3834"
"9145H","M","Medical Practitioners","3834"
"9145H","N","Nurse Practitioners","3834"
"9148L","M","Medical Practitioners","3834"
